date,match_id,team_1_name,team_1_goalsScored,team_1_halfTimeGoalsScored,team_1_cornerCount,team_1_shots,team_1_shotsOnTarget,team_1_foulsConceded,team_1_yellowConceded,team_1_redConceded,team_1_result,team_1_goalsConceded,team_1_halfTimeGoalsConceded,team_1_cornersConceded,team_1_shotsConceded,team_1_shotsOnTargetConceded,team_1_foulsReceived,team_1_yellowOpponent,team_1_redOpponent,team_1_home_or_away,team_1_average_goalsScored_last_five,team_1_average_halfTimeGoalsScored_last_five,team_1_average_cornerCount_last_five,team_1_average_shots_last_five,team_1_average_shotsOnTarget_last_five,team_1_average_foulsConceded_last_five,team_1_average_yellowConceded_last_five,team_1_average_redConceded_last_five,team_1_average_result_last_five,team_1_average_goalsConceded_last_five,team_1_average_halfTimeGoalsConceded_last_five,team_1_average_cornersConceded_last_five,team_1_average_shotsConceded_last_five,team_1_average_shotsOnTargetConceded_last_five,team_1_average_foulsReceived_last_five,team_1_average_yellowOpponent_last_five,team_1_average_redOpponent_last_five,team_1_promoted,team_1_win_streak_before_match,team_1_unbeaten_streak_before_match,team_2_name,team_2_goalsScored,team_2_halfTimeGoalsScored,team_2_cornerCount,team_2_shots,team_2_shotsOnTarget,team_2_foulsConceded,team_2_yellowConceded,team_2_redConceded,team_2_result,team_2_goalsConceded,team_2_halfTimeGoalsConceded,team_2_cornersConceded,team_2_shotsConceded,team_2_shotsOnTargetConceded,team_2_foulsReceived,team_2_yellowOpponent,team_2_redOpponent,team_2_home_or_away,team_2_average_goalsScored_last_five,team_2_average_halfTimeGoalsScored_last_five,team_2_average_cornerCount_last_five,team_2_average_shots_last_five,team_2_average_shotsOnTarget_last_five,team_2_average_foulsConceded_last_five,team_2_average_yellowConceded_last_five,team_2_average_redConceded_last_five,team_2_average_result_last_five,team_2_average_goalsConceded_last_five,team_2_average_halfTimeGoalsConceded_last_five,team_2_average_cornersConceded_last_five,team_2_average_shotsConceded_last_five,team_2_average_shotsOnTargetConceded_last_five,team_2_average_foulsReceived_last_five,team_2_average_yellowOpponent_last_five,team_2_average_redOpponent_last_five,team_2_promoted,team_2_win_streak_before_match,team_2_unbeaten_streak_before_match
2023-02-12,222033,Leeds,0,0,7,16,6,10,2,0,0.0,2,0,3,11,5,13,1,0,Home,1.0,0.4,5.6,11.4,4.2,10.8,2.4,0.0,0.6,1.4,0.6,2.0,12.4,3.2,14.0,2.0,0.0,0,0,1,Man Utd,2,0,3,11,5,13,1,0,3.0,0,0,7,16,6,10,2,0,Away,1.8,0.6,3.8,13.4,4.8,10.0,1.8,0.2,1.6,1.6,0.4,5.4,11.6,3.2,8.4,1.4,0.0,0,0,2
2023-02-25,222049,Leeds,1,0,9,14,4,15,2,0,3.0,0,0,2,8,2,13,4,0,Home,0.4,0.2,4.0,10.2,3.4,10.2,2.4,0.0,0.4,1.2,0.2,3.6,12.4,4.0,12.2,2.0,0.0,0,0,0,Southampton,0,0,2,8,2,13,4,0,0.0,1,0,9,14,4,15,2,0,Away,0.8,0.4,3.4,12.0,4.6,16.6,2.8,0.0,1.2,1.4,0.6,4.4,14.0,4.0,11.2,1.6,0.2,0,1,1
2023-03-11,222069,Leeds,2,1,4,12,4,12,1,0,1.0,2,1,7,14,2,9,1,0,Home,0.6,0.2,6.4,11.4,2.8,9.8,2.0,0.0,0.8,1.2,0.0,4.4,14.2,4.6,10.2,2.0,0.0,0,0,0,Brighton,2,1,7,14,2,9,1,0,1.0,2,1,4,12,4,12,1,0,Away,1.6,0.4,7.2,18.2,6.6,10.4,1.0,0.0,1.6,0.8,0.2,2.8,7.0,1.8,9.6,2.6,0.0,0,1,1
2023-04-04,222097,Leeds,2,2,11,21,6,11,1,0,3.0,1,1,4,13,1,13,4,0,Home,1.6,0.4,5.4,11.0,3.8,11.2,2.0,0.0,1.4,1.8,0.4,4.6,14.2,4.2,11.6,2.0,0.2,0,0,0,Nottm Forest,1,1,4,13,1,13,4,0,0.0,2,2,11,21,6,11,1,0,Away,1.0,0.6,4.6,9.8,4.4,12.0,2.4,0.0,0.4,2.4,1.0,5.4,13.2,4.0,12.0,2.8,0.0,1,0,1
2023-04-09,222110,Leeds,1,1,2,11,7,11,3,0,0.0,5,1,4,16,8,8,1,0,Home,1.8,0.8,5.8,12.4,4.2,10.4,1.8,0.0,1.4,2.0,0.6,5.0,15.2,4.0,11.6,2.0,0.2,0,1,1,Crystal Palace,5,1,4,16,8,8,1,0,3.0,1,1,2,11,7,11,3,0,Away,0.6,0.0,4.8,11.4,3.2,14.0,2.2,0.2,0.6,1.6,0.8,3.0,10.2,3.4,13.6,1.8,0.0,0,1,1
2023-04-17,222121,Leeds,1,0,4,13,3,6,0,0,0.0,6,2,2,13,7,12,1,0,Home,2.0,1.0,4.8,12.4,5.2,11.2,2.4,0.0,1.4,2.8,0.8,4.8,15.8,5.0,11.2,1.8,0.2,0,0,0,Liverpool,6,2,2,13,7,12,1,0,3.0,1,0,4,13,3,6,0,0,Away,2.0,0.6,4.6,13.0,5.0,12.4,2.4,0.0,1.0,1.4,0.8,4.0,10.2,4.4,9.4,2.2,0.0,0,0,2
2023-04-25,222132,Leeds,1,1,3,13,3,14,4,0,1.0,1,0,6,15,3,15,2,0,Home,1.2,0.6,5.2,12.4,4.6,11.2,2.0,0.0,0.6,3.6,1.0,4.4,13.4,5.4,10.8,1.4,0.0,0,0,0,Leicester,1,0,6,15,3,15,2,0,1.0,1,1,3,13,3,14,4,0,Away,1.0,0.4,2.8,10.2,4.4,12.2,1.6,0.2,0.6,1.8,1.2,7.4,18.6,5.6,12.6,2.0,0.0,0,1,1
2023-05-13,222163,Leeds,2,1,2,9,4,16,3,1,1.0,2,1,6,18,5,14,2,0,Home,1.0,0.4,4.0,11.0,3.2,13.0,2.2,0.0,0.2,3.0,1.2,5.6,14.0,5.6,10.4,1.0,0.0,0,0,0,Newcastle,2,1,6,18,5,14,2,0,1.0,2,1,2,9,4,16,3,1,Away,2.6,1.2,9.0,16.4,5.6,10.2,1.0,0.0,1.8,1.6,0.6,3.8,10.8,4.6,11.2,2.2,0.0,0,0,0
2023-05-28,222192,Leeds,1,0,12,19,2,7,3,0,0.0,4,1,3,11,7,5,0,0,Home,1.2,0.8,3.4,10.6,3.6,14.2,2.6,0.2,0.4,2.4,1.2,6.6,16.4,6.0,10.0,1.2,0.0,0,0,0,Tottenham,4,1,3,11,7,5,0,0,3.0,1,0,12,19,2,7,3,0,Away,1.6,0.6,5.4,12.6,5.4,10.8,2.0,0.0,0.8,2.2,1.2,5.4,11.0,4.4,10.2,2.8,0.0,0,0,0
2000-09-06,213493,Leicester,2,0,6,12,6,12,1,0,3.0,1,0,2,7,3,13,1,0,Home,0.3333333333333333,0.0,6.0,7.333333333333333,4.666666666666667,12.666666666666666,2.3333333333333335,0.0,1.6666666666666667,0.0,0.0,7.0,10.0,6.333333333333333,13.0,2.3333333333333335,0.3333333333333333,0,0,3,Ipswich,1,0,2,7,3,13,1,0,0.0,2,0,6,12,6,12,1,0,Away,1.0,0.6666666666666666,5.0,14.0,6.0,11.0,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,1.0,5.0,14.666666666666666,5.0,11.0,1.6666666666666667,0.0,0,1,2
2000-09-09,213498,Leicester,1,0,10,17,6,6,0,0,3.0,0,0,6,9,5,9,0,0,Home,0.75,0.0,6.0,8.5,5.0,12.5,2.0,0.0,2.0,0.25,0.0,5.75,9.25,5.5,13.0,2.0,0.25,0,1,4,Southampton,0,0,6,9,5,9,0,0,0.0,1,0,10,17,6,6,0,0,Away,1.75,0.5,8.75,12.5,5.0,13.5,2.25,0.0,0.75,2.0,0.75,5.25,7.5,4.75,12.75,1.75,0.25,0,0,2
2000-09-24,213524,Leicester,1,1,9,10,4,14,3,0,1.0,1,0,3,9,3,13,1,0,Home,1.2,0.2,6.4,10.6,5.4,12.2,1.4,0.0,2.6,0.2,0.0,8.0,11.4,6.8,13.0,1.6,0.2,0,3,6,Everton,1,0,3,9,3,13,1,0,1.0,1,1,9,10,4,14,3,0,Away,2.0,0.8,6.4,10.8,7.2,10.6,2.0,0.0,1.4,1.8,1.0,5.2,10.4,5.8,12.4,1.8,0.2,0,0,0
2000-10-14,213540,Leicester,0,0,6,10,4,8,0,0,0.0,3,1,7,16,5,11,0,0,Home,1.2,0.4,6.0,10.8,4.6,11.4,1.2,0.0,2.2,0.4,0.0,6.4,10.4,5.2,12.6,1.6,0.0,0,0,8,Man Utd,3,1,7,16,5,11,0,0,3.0,0,0,6,10,4,8,0,0,Away,3.0,1.8,6.6,15.4,7.4,14.6,1.6,0.0,2.0,1.0,0.6,3.6,7.4,3.8,14.2,2.4,0.0,0,0,0
2000-10-28,213559,Leicester,2,1,7,9,5,9,0,0,3.0,1,1,3,7,2,18,3,0,Home,0.6,0.4,5.8,8.6,3.6,11.4,1.4,0.0,1.0,1.0,0.2,8.2,15.2,6.8,12.0,1.6,0.0,0,0,0,Derby,1,1,3,7,2,18,3,0,0.0,2,1,7,9,5,9,0,0,Away,0.8,0.2,5.2,9.6,5.0,16.0,1.8,0.2,0.2,2.8,1.4,4.8,15.4,8.0,10.6,1.4,0.0,0,0,0
2000-11-11,213579,Leicester,1,0,0,8,4,7,1,0,1.0,1,0,3,7,1,8,1,0,Home,0.6,0.2,5.6,7.6,3.2,9.8,1.0,0.0,1.4,1.0,0.4,7.0,14.4,5.2,12.2,1.6,0.0,0,2,2,Newcastle,1,0,3,7,1,8,1,0,1.0,1,0,0,8,4,7,1,0,Away,1.2,0.4,6.8,12.8,6.4,11.4,1.2,0.0,1.8,0.8,0.2,5.4,9.0,4.4,11.6,1.6,0.0,0,1,1
2000-12-02,213609,Leicester,3,3,0,8,5,10,1,0,3.0,1,0,6,12,4,7,2,1,Home,1.4,0.6,4.2,8.0,4.6,11.4,1.4,0.2,2.0,1.0,0.6,5.2,10.8,3.4,13.4,1.8,0.0,0,0,0,Leeds,1,0,6,12,4,7,2,1,0.0,3,3,0,8,5,10,1,0,Away,1.4,0.2,5.6,12.0,6.2,18.0,2.2,0.0,1.6,1.2,0.8,4.2,10.0,5.4,18.6,3.8,0.0,0,1,1
2000-12-16,213630,Leicester,3,1,5,9,5,11,1,0,3.0,1,1,5,12,8,16,2,0,Home,1.4,1.0,4.0,8.4,4.4,11.8,1.4,0.2,1.4,1.2,0.6,5.6,11.4,4.2,11.0,1.4,0.2,0,0,0,Charlton,1,1,5,12,8,16,2,0,0.0,3,1,5,9,5,11,1,0,Away,1.0,0.4,5.6,9.8,4.4,12.2,1.0,0.0,0.8,1.8,0.6,7.6,15.8,6.0,13.2,1.2,0.0,0,0,1
2000-12-23,213640,Leicester,2,1,6,11,6,7,1,0,3.0,1,1,5,11,4,5,0,0,Home,1.8,1.2,5.0,8.6,4.6,12.6,1.4,0.2,1.8,1.2,0.8,6.0,12.4,5.6,12.6,1.6,0.2,0,1,1,West Ham,1,1,5,11,4,5,0,0,0.0,2,1,6,11,6,7,1,0,Away,1.4,1.0,6.0,10.8,5.2,13.4,1.4,0.0,2.2,0.8,0.4,5.2,12.0,4.6,14.0,2.0,0.2,0,0,8
2001-01-01,213666,Leicester,1,1,5,9,3,11,0,0,0.0,2,2,3,8,4,14,3,0,Home,1.8,1.0,4.2,7.2,3.8,10.8,0.8,0.0,1.8,2.0,0.8,7.6,14.8,7.2,10.6,0.8,0.2,0,0,0,Bradford,2,2,3,8,4,14,3,0,3.0,1,1,5,9,3,11,0,0,Away,1.4,0.2,6.4,9.6,3.8,12.6,2.0,0.0,0.8,2.6,1.0,5.4,13.8,7.2,13.8,0.4,0.0,0,0,0
2001-01-20,213685,Leicester,0,0,1,3,0,6,2,1,1.0,0,0,9,13,4,8,2,0,Home,1.4,0.6,3.4,7.4,3.8,10.0,0.6,0.0,1.2,2.4,1.0,7.0,16.0,8.0,12.6,1.2,0.0,0,0,0,Arsenal,0,0,9,13,4,8,2,0,1.0,0,0,1,3,0,6,2,1,Away,1.8,0.8,10.0,16.2,8.6,13.4,0.4,0.0,1.0,1.8,0.4,3.2,9.8,5.4,15.4,2.0,0.0,0,0,1
2001-02-03,213705,Leicester,2,1,2,10,5,7,0,0,3.0,1,0,7,8,4,13,1,0,Home,0.4,0.2,2.0,5.2,2.2,10.0,1.2,0.2,0.2,2.2,0.6,7.4,16.0,7.4,12.8,1.2,0.0,0,0,0,Chelsea,1,0,7,8,4,13,1,0,0.0,2,1,2,10,5,7,0,0,Away,2.2,1.0,5.0,13.8,6.2,12.4,2.4,0.0,2.2,1.0,0.8,5.2,10.0,5.6,13.6,1.0,0.2,0,2,6
2001-02-24,213725,Leicester,2,1,6,11,7,13,0,0,3.0,0,0,5,9,3,16,4,1,Home,0.6,0.2,1.8,6.8,2.6,8.4,1.6,0.2,0.8,1.2,0.4,6.8,12.4,5.6,12.2,1.4,0.0,0,0,0,Sunderland,0,0,5,9,3,16,4,1,0.0,2,1,6,11,7,13,0,0,Away,0.6,0.2,6.0,11.2,4.8,15.8,2.4,0.4,1.0,0.6,0.2,5.4,10.0,4.6,17.4,3.0,0.2,0,0,1
2001-03-03,213735,Leicester,2,0,4,9,7,9,1,0,3.0,0,0,7,8,3,7,1,0,Home,1.0,0.4,2.8,7.8,3.4,9.0,1.4,0.2,1.4,0.8,0.4,6.2,9.8,4.4,12.6,2.0,0.2,0,1,1,Liverpool,0,0,7,8,3,7,1,0,0.0,2,0,4,9,7,9,1,0,Away,1.6,1.0,6.6,14.4,6.0,13.2,1.0,0.0,1.8,0.4,0.0,4.2,6.0,2.8,11.0,2.0,0.2,0,0,6
2001-04-07,213766,Leicester,1,1,4,9,4,9,3,0,0.0,3,2,9,15,5,19,2,0,Home,1.0,0.4,3.4,7.2,3.8,11.2,1.2,0.0,1.2,1.2,0.4,8.4,12.2,5.6,11.4,2.0,0.2,0,0,0,Coventry,3,2,9,15,5,19,2,0,3.0,1,1,4,9,4,9,3,0,Away,1.0,0.4,5.8,14.0,6.6,13.2,1.6,0.2,1.2,1.2,0.6,5.8,17.2,7.8,13.6,1.0,0.0,0,1,1
2001-04-14,213779,Leicester,1,1,5,15,9,13,2,0,0.0,2,1,1,8,3,26,3,0,Home,0.8,0.4,3.0,6.8,3.2,10.4,1.8,0.0,0.6,1.8,0.8,9.2,13.4,6.0,12.0,1.6,0.0,0,0,0,Man City,2,1,1,8,3,26,3,0,3.0,1,1,5,15,9,13,2,0,Away,0.8,0.6,6.4,11.4,4.6,14.6,2.6,0.4,0.2,2.6,1.6,4.4,11.2,6.0,13.2,1.4,0.2,0,0,0
2001-04-21,213795,Leicester,0,0,12,15,4,13,3,0,0.0,3,1,5,15,7,11,1,0,Home,0.6,0.6,4.0,8.4,4.0,11.8,1.8,0.0,0.0,2.2,1.2,6.2,11.6,5.6,17.0,1.8,0.0,0,0,0,Middlesbrough,3,1,5,15,7,11,1,0,3.0,0,0,12,15,4,13,3,0,Away,1.4,1.0,2.4,7.2,3.2,14.0,2.0,0.4,1.4,1.0,0.2,4.8,14.8,5.4,15.2,1.2,0.0,0,0,0
2001-05-05,213816,Leicester,4,1,6,19,9,11,3,0,3.0,2,0,2,9,4,14,2,0,Home,0.4,0.4,5.4,10.0,4.8,13.0,1.8,0.0,0.0,2.2,1.0,6.4,13.6,5.4,17.6,1.4,0.0,0,0,0,Tottenham,2,0,2,9,4,14,2,0,0.0,4,1,6,19,9,11,3,0,Away,1.2,0.4,3.8,8.8,5.6,13.6,1.4,0.2,1.4,1.8,1.0,5.4,12.0,6.2,11.0,1.0,0.0,0,0,1
2001-09-08,213865,Leicester,1,0,6,12,7,26,3,1,1.0,1,1,3,13,9,24,3,1,Home,1.0,0.4,2.8,7.8,3.6,16.6,3.2,0.2,0.6,3.0,1.4,8.0,18.2,8.0,14.8,2.0,0.2,0,0,0,Ipswich,1,1,3,13,9,24,3,1,1.0,1,0,6,12,7,26,3,1,Away,1.2,0.2,9.2,17.0,9.2,17.2,0.8,0.0,1.4,1.0,0.4,1.8,9.0,4.6,17.8,2.0,0.2,0,0,0
2001-09-17,213882,Leicester,1,1,4,10,5,19,0,0,0.0,2,0,2,13,6,15,1,0,Home,1.0,0.4,4.4,8.0,3.8,21.4,3.6,0.4,0.8,3.0,1.8,7.4,18.0,9.6,17.0,3.0,0.4,0,1,2,Middlesbrough,2,0,2,13,6,15,1,0,3.0,1,1,4,10,5,19,0,0,Away,0.6,0.6,4.2,8.6,3.2,16.6,1.4,0.4,0.6,2.2,0.8,3.6,9.4,4.6,20.6,2.4,0.4,0,1,1
2001-09-22,213887,Leicester,0,0,4,12,5,15,2,0,1.0,0,0,4,6,2,21,2,0,Home,1.0,0.4,4.2,8.4,3.8,21.8,2.8,0.4,0.8,2.8,1.6,5.4,15.8,8.6,17.2,2.6,0.4,0,0,0,Fulham,0,0,4,6,2,21,2,0,1.0,0,0,4,12,5,15,2,0,Away,1.2,0.4,6.6,10.6,3.8,15.8,1.4,0.0,1.0,1.4,0.6,5.6,9.4,4.2,18.6,2.2,0.0,1,0,0
2001-10-20,213919,Leicester,1,0,6,8,3,11,1,0,0.0,4,3,6,12,6,13,2,0,Home,0.2,0.2,3.2,8.2,4.0,17.0,1.4,0.2,0.2,1.4,0.8,5.0,13.4,7.2,14.8,1.2,0.2,0,0,0,Liverpool,4,3,6,12,6,13,2,0,3.0,1,0,6,8,3,11,1,0,Away,1.6,0.6,3.4,11.0,5.2,15.6,2.2,0.2,2.0,1.0,0.6,4.0,9.6,4.6,13.4,1.0,0.0,0,0,4
2001-11-03,213940,Leicester,1,0,7,9,5,13,1,0,3.0,0,0,7,11,4,20,3,0,Home,0.2,0.0,3.0,7.4,3.6,13.8,1.6,0.2,0.2,1.8,1.4,6.4,14.4,7.4,12.4,2.2,0.2,0,0,1,Sunderland,0,0,7,11,4,20,3,0,0.0,1,0,7,9,5,13,1,0,Away,1.2,0.0,5.6,15.2,7.6,14.6,1.6,0.0,1.0,1.6,1.0,6.0,12.4,6.2,15.6,1.6,0.2,0,0,1
2001-11-24,213961,Leicester,0,0,7,8,7,18,2,0,1.0,0,0,2,8,3,21,1,0,Home,0.4,0.0,4.2,8.6,3.8,10.8,1.0,0.0,0.8,1.6,1.2,7.0,14.2,6.0,12.6,2.6,0.0,0,0,0,Everton,0,0,2,8,3,21,1,0,1.0,0,0,7,8,7,18,2,0,Away,1.2,0.4,7.6,12.0,6.0,10.4,1.0,0.0,1.2,1.4,0.4,5.6,10.8,5.2,12.2,2.0,0.2,0,0,2
2001-12-08,213984,Leicester,0,0,5,8,4,13,1,0,0.0,4,1,4,10,5,15,0,0,Home,0.6,0.2,5.4,8.2,5.0,12.4,2.0,0.0,1.6,0.4,0.2,6.6,11.2,4.8,14.0,2.4,0.2,0,1,2,Southampton,4,1,4,10,5,15,0,0,3.0,0,0,5,8,4,13,1,0,Away,0.6,0.4,7.2,12.0,5.4,13.8,1.0,0.0,0.6,1.4,0.8,5.4,10.8,4.8,14.8,0.4,0.0,0,0,0
2001-12-22,214008,Leicester,1,1,6,10,4,8,2,1,1.0,1,0,7,7,3,15,2,0,Home,0.8,0.2,5.4,7.0,4.6,14.0,2.2,0.0,1.0,1.6,0.6,6.2,11.4,5.8,12.0,0.8,0.2,0,0,1,West Ham,1,0,7,7,3,15,2,0,1.0,1,1,6,10,4,8,2,1,Away,0.6,0.2,4.6,10.0,5.4,12.4,2.2,0.0,1.0,0.8,0.4,5.8,14.0,5.2,14.4,2.8,0.0,0,0,3
2002-01-19,214055,Leicester,0,0,6,8,4,17,2,0,1.0,0,0,11,9,3,19,2,0,Home,1.0,0.6,6.6,7.4,4.0,11.0,2.4,0.4,0.6,1.6,0.6,5.4,9.8,5.2,8.8,1.2,0.4,0,0,0,Newcastle,0,0,11,9,3,19,2,0,1.0,0,0,6,8,4,17,2,0,Away,2.4,0.8,7.0,13.6,7.4,14.2,1.0,0.0,1.8,1.8,1.0,2.8,10.2,5.8,18.2,2.6,0.2,0,1,1
2002-01-23,214065,Leicester,1,0,7,3,2,12,2,0,0.0,3,2,7,13,8,9,0,0,Home,0.6,0.6,7.2,8.0,4.0,11.4,2.2,0.4,0.6,1.2,0.4,6.0,8.8,4.4,11.4,1.4,0.4,0,0,1,Arsenal,3,2,7,13,8,9,0,0,3.0,1,0,7,3,2,12,2,0,Away,1.6,0.4,5.4,11.6,5.2,17.2,2.4,0.2,2.2,1.0,0.6,3.2,7.6,2.0,16.0,2.2,0.0,0,0,5
2002-02-02,214080,Leicester,2,1,6,16,9,16,1,0,0.0,3,0,2,9,5,17,3,0,Home,0.6,0.4,6.0,6.6,3.4,15.2,2.2,0.2,0.4,1.4,0.8,7.2,9.8,5.0,11.6,1.2,0.4,0,0,0,Chelsea,3,0,2,9,5,17,3,0,3.0,2,1,6,16,9,16,1,0,Away,2.6,1.4,3.8,14.0,7.2,14.0,2.0,0.0,2.0,1.6,0.4,6.2,8.0,5.0,14.2,0.8,0.2,0,2,3
2002-02-23,214098,Leicester,0,0,8,6,3,16,4,0,0.0,3,0,2,5,4,15,2,0,Home,0.8,0.2,6.0,7.4,4.2,15.0,1.6,0.0,0.2,1.8,0.6,7.4,10.8,4.8,12.4,1.2,0.0,0,0,0,Derby,3,0,2,5,4,15,2,0,3.0,0,0,8,6,3,16,4,0,Away,0.6,0.4,4.0,8.0,3.8,13.4,1.6,0.2,0.6,1.4,0.4,6.0,9.6,4.0,13.0,1.6,0.0,0,0,0
2002-03-09,214124,Leicester,1,1,11,10,5,15,1,0,1.0,1,1,5,11,6,16,3,0,Home,0.6,0.2,6.2,7.6,3.8,15.4,2.4,0.0,0.0,2.0,0.4,5.2,9.6,4.8,13.2,1.6,0.0,0,0,0,Charlton,1,1,5,11,6,16,3,0,1.0,1,1,11,10,5,15,1,0,Away,0.6,0.0,6.0,9.2,2.8,12.8,1.6,0.0,1.6,0.6,0.2,4.6,7.6,2.8,12.8,1.0,0.0,0,1,2
2002-03-23,214140,Leicester,0,0,8,11,5,12,2,0,0.0,2,2,7,12,8,10,2,0,Home,0.8,0.6,7.0,7.0,3.8,13.6,2.6,0.0,0.4,1.8,0.8,5.2,9.6,5.2,14.2,1.4,0.0,0,0,2,Leeds,2,2,7,12,8,10,2,0,3.0,0,0,8,11,5,12,2,0,Away,1.4,0.6,5.6,12.0,5.2,14.0,1.2,0.2,1.8,0.6,0.0,4.2,11.0,5.0,14.4,1.8,0.0,0,2,5
2002-03-30,214150,Leicester,2,1,6,9,6,12,0,0,3.0,1,0,6,12,4,24,1,0,Home,0.6,0.6,7.0,7.8,3.6,14.2,2.8,0.0,0.4,1.8,1.0,5.0,9.6,6.0,14.6,1.8,0.0,0,0,0,Blackburn,1,0,6,12,4,24,1,0,0.0,2,1,6,9,6,12,0,0,Away,1.4,0.6,5.0,12.6,6.6,15.4,1.4,0.4,1.4,1.4,0.8,4.6,10.8,5.6,17.4,2.0,0.0,1,0,0
2002-04-06,214167,Leicester,0,0,4,13,3,13,1,0,0.0,1,0,10,13,4,8,1,0,Home,1.2,1.0,5.6,9.0,5.4,12.6,1.6,0.0,1.0,1.6,1.2,5.8,11.2,6.4,15.4,1.8,0.0,0,0,0,Man Utd,1,0,10,13,4,8,1,0,3.0,0,0,4,13,3,13,1,0,Away,3.0,1.6,7.2,18.4,8.6,9.0,2.0,0.0,2.0,1.8,1.0,2.8,10.0,5.2,11.8,2.0,0.2,0,1,1
2002-04-20,214183,Leicester,2,1,5,10,7,11,1,0,1.0,2,2,4,16,11,15,0,0,Home,1.0,0.8,4.6,9.6,4.6,10.8,1.2,0.0,0.8,1.6,0.8,8.2,13.0,6.6,13.8,1.6,0.0,0,0,1,Aston Villa,2,2,4,16,11,15,0,0,1.0,2,1,5,10,7,11,1,0,Away,0.8,0.6,7.4,10.6,5.2,13.6,1.0,0.0,0.4,1.4,1.0,3.8,8.0,3.0,14.6,1.4,0.0,0,0,0
2002-05-11,214210,Leicester,2,0,6,10,6,5,0,0,3.0,1,0,9,13,6,6,0,0,Home,1.0,0.8,3.2,8.4,4.2,11.2,1.8,0.0,0.6,1.4,0.8,7.8,13.2,6.8,12.4,1.6,0.0,0,0,3,Tottenham,1,0,9,13,6,6,0,0,0.0,2,0,6,10,6,5,0,0,Away,1.2,0.8,2.2,9.4,4.4,13.4,2.0,0.0,1.6,1.0,0.2,8.6,13.2,6.2,11.4,0.6,0.0,0,1,3
2003-08-16,214600,Leicester,2,2,2,12,7,27,3,0,1.0,2,0,7,13,10,15,1,0,Home,1.2,0.6,4.2,8.6,4.0,10.0,1.4,0.0,1.2,1.2,0.4,8.6,13.4,6.2,11.2,1.0,0.0,1,1,4,Southampton,2,0,7,13,10,15,1,0,1.0,2,2,2,12,7,27,3,0,Away,1.0,0.6,6.8,11.0,5.0,16.0,2.2,0.0,0.8,2.2,1.2,6.2,14.4,8.2,12.0,1.4,0.0,0,1,1
2003-08-26,214619,Leicester,0,0,6,12,4,17,3,0,1.0,0,0,4,13,3,16,2,0,Home,1.4,0.8,3.4,8.2,4.6,15.2,2.2,0.4,1.2,1.4,0.8,6.8,13.6,7.2,12.0,0.8,0.2,1,0,0,Middlesbrough,0,0,4,13,3,16,2,0,1.0,0,0,6,12,4,17,3,0,Away,1.6,0.8,5.0,11.2,6.4,15.6,1.2,0.2,0.6,2.6,1.6,4.8,11.4,7.0,13.8,1.4,0.2,0,0,0
2003-09-15,214643,Leicester,4,2,9,19,11,10,0,0,3.0,0,0,5,14,2,10,2,0,Home,1.2,0.6,3.4,8.8,4.4,16.8,2.2,0.6,1.0,1.6,1.0,7.6,13.2,6.8,13.4,0.8,0.2,1,0,0,Leeds,0,0,5,14,2,10,2,0,0.0,4,2,9,19,11,10,0,0,Away,1.8,0.8,2.8,9.4,4.0,16.4,2.2,0.0,1.6,1.4,0.6,7.6,19.6,8.8,14.4,1.8,0.0,0,1,2
2003-09-27,214658,Leicester,1,0,7,10,4,7,0,0,0.0,4,3,3,11,9,11,0,0,Home,1.4,0.6,4.4,10.0,4.6,14.2,1.6,0.6,0.8,1.4,1.2,6.2,14.6,5.6,13.2,1.0,0.2,1,0,0,Man Utd,4,3,3,11,9,11,0,0,3.0,1,0,7,10,4,7,0,0,Away,1.0,0.0,5.2,11.6,7.6,11.8,2.0,0.0,2.0,0.4,0.2,3.8,9.0,3.2,14.4,2.0,0.4,0,0,2
2003-10-19,214683,Leicester,1,1,5,22,15,12,3,0,0.0,2,0,1,7,4,19,3,0,Home,1.4,0.4,5.0,10.2,5.2,10.6,0.6,0.2,0.6,2.2,1.6,5.4,14.0,7.0,12.6,1.0,0.0,1,0,0,Tottenham,2,0,1,7,4,19,3,0,3.0,1,1,5,22,15,12,3,0,Away,1.2,0.4,4.8,11.4,4.8,16.0,1.6,0.0,0.8,2.0,1.0,6.6,13.2,7.0,12.8,1.6,0.0,0,1,2
2003-11-02,214704,Leicester,2,0,2,4,3,11,2,0,3.0,0,0,6,10,2,11,1,0,Home,1.2,0.8,5.2,11.2,6.2,10.2,1.2,0.0,0.0,2.8,1.0,2.8,13.0,7.4,12.0,1.0,0.0,1,0,0,Blackburn,0,0,6,10,2,11,1,0,0.0,2,0,2,4,3,11,2,0,Away,0.6,0.4,4.8,11.2,5.6,16.6,2.0,0.2,0.6,1.6,0.8,4.4,12.6,6.6,15.0,1.8,0.0,0,0,0
2003-11-22,214719,Leicester,1,1,3,13,7,15,2,0,1.0,1,0,3,7,4,15,1,0,Home,1.8,1.0,4.0,9.4,6.0,11.6,2.0,0.0,1.2,1.6,0.2,5.0,11.8,5.2,11.4,1.6,0.0,1,2,2,Charlton,1,0,3,7,4,15,1,0,1.0,1,1,3,13,7,15,2,0,Away,1.8,0.8,5.6,10.4,6.2,13.8,1.0,0.0,2.6,0.8,0.4,7.2,13.4,8.0,15.2,2.0,0.0,0,2,6
