date,match_id,team_1_name,team_1_goalsScored,team_1_halfTimeGoalsScored,team_1_cornerCount,team_1_shots,team_1_shotsOnTarget,team_1_foulsConceded,team_1_yellowConceded,team_1_redConceded,team_1_result,team_1_goalsConceded,team_1_halfTimeGoalsConceded,team_1_cornersConceded,team_1_shotsConceded,team_1_shotsOnTargetConceded,team_1_foulsReceived,team_1_yellowOpponent,team_1_redOpponent,team_1_home_or_away,team_1_average_goalsScored_last_five,team_1_average_halfTimeGoalsScored_last_five,team_1_average_cornerCount_last_five,team_1_average_shots_last_five,team_1_average_shotsOnTarget_last_five,team_1_average_foulsConceded_last_five,team_1_average_yellowConceded_last_five,team_1_average_redConceded_last_five,team_1_average_result_last_five,team_1_average_goalsConceded_last_five,team_1_average_halfTimeGoalsConceded_last_five,team_1_average_cornersConceded_last_five,team_1_average_shotsConceded_last_five,team_1_average_shotsOnTargetConceded_last_five,team_1_average_foulsReceived_last_five,team_1_average_yellowOpponent_last_five,team_1_average_redOpponent_last_five,team_1_promoted,team_1_win_streak_before_match,team_1_unbeaten_streak_before_match,team_2_name,team_2_goalsScored,team_2_halfTimeGoalsScored,team_2_cornerCount,team_2_shots,team_2_shotsOnTarget,team_2_foulsConceded,team_2_yellowConceded,team_2_redConceded,team_2_result,team_2_goalsConceded,team_2_halfTimeGoalsConceded,team_2_cornersConceded,team_2_shotsConceded,team_2_shotsOnTargetConceded,team_2_foulsReceived,team_2_yellowOpponent,team_2_redOpponent,team_2_home_or_away,team_2_average_goalsScored_last_five,team_2_average_halfTimeGoalsScored_last_five,team_2_average_cornerCount_last_five,team_2_average_shots_last_five,team_2_average_shotsOnTarget_last_five,team_2_average_foulsConceded_last_five,team_2_average_yellowConceded_last_five,team_2_average_redConceded_last_five,team_2_average_result_last_five,team_2_average_goalsConceded_last_five,team_2_average_halfTimeGoalsConceded_last_five,team_2_average_cornersConceded_last_five,team_2_average_shotsConceded_last_five,team_2_average_shotsOnTargetConceded_last_five,team_2_average_foulsReceived_last_five,team_2_average_yellowOpponent_last_five,team_2_average_redOpponent_last_five,team_2_promoted,team_2_win_streak_before_match,team_2_unbeaten_streak_before_match
2017-12-31,220123,Crystal Palace,0,0,7,10,1,14,5,0,1.0,0,0,8,15,4,11,4,0,Home,2.0,0.8,4.4,16.0,5.0,12.8,2.4,0.0,1.6,1.4,0.8,5.0,10.4,4.0,12.8,1.6,0.4,0,0,0,Man City,0,0,8,15,4,11,4,0,1.0,0,0,7,10,1,14,5,0,Away,3.0,1.2,6.0,18.6,7.8,8.6,0.8,0.0,3.0,0.4,0.2,2.8,6.6,2.6,13.2,2.0,0.0,0,18,28
2018-01-13,220137,Crystal Palace,1,1,3,17,2,16,0,0,3.0,0,0,2,8,2,10,3,0,Home,1.6,0.4,5.2,12.6,3.6,12.2,2.2,0.0,1.6,1.0,0.4,5.6,11.8,4.0,10.2,1.8,0.2,0,1,2,Burnley,0,0,2,8,2,10,3,0,0.0,1,1,3,17,2,16,0,0,Away,0.6,0.4,3.0,8.6,3.6,11.0,2.2,0.0,0.6,1.4,0.2,7.6,15.0,4.4,11.8,2.2,0.0,0,0,0
2018-02-04,220173,Crystal Palace,1,0,5,21,6,11,1,0,1.0,1,1,6,11,8,8,1,0,Home,1.0,0.4,6.0,11.2,3.0,12.8,1.8,0.0,1.6,1.2,1.2,4.8,11.4,4.4,9.2,1.6,0.0,0,0,1,Newcastle,1,1,6,11,8,8,1,0,1.0,1,0,5,21,6,11,1,0,Away,0.8,0.0,3.8,11.4,4.0,11.6,1.0,0.0,1.2,1.0,0.2,8.6,12.2,4.6,10.0,2.0,0.0,1,0,1
2018-02-25,220193,Crystal Palace,0,0,2,5,3,12,0,0,0.0,1,0,13,14,4,5,1,0,Home,1.0,0.4,5.6,14.4,4.0,13.0,1.0,0.0,1.0,1.8,1.2,5.2,10.8,5.6,9.8,1.2,0.0,0,0,0,Tottenham,1,0,13,14,4,5,1,0,3.0,0,0,2,5,3,12,0,0,Away,2.0,0.8,7.0,18.0,6.0,11.6,1.6,0.0,2.2,0.6,0.4,2.6,7.6,2.2,12.0,2.0,0.0,0,1,9
2018-03-05,220205,Crystal Palace,2,1,3,10,4,10,1,0,0.0,3,0,7,17,8,8,3,0,Home,0.8,0.2,5.4,12.0,4.2,12.2,1.0,0.0,0.4,2.0,1.2,7.4,12.0,6.0,8.8,0.8,0.0,0,0,0,Man Utd,3,0,7,17,8,8,3,0,3.0,2,1,3,10,4,10,1,0,Away,1.0,0.2,5.0,11.4,4.6,11.6,2.2,0.0,1.8,0.8,0.6,3.4,12.6,3.6,12.0,2.2,0.0,0,1,1
2018-03-31,220221,Crystal Palace,1,1,4,6,3,6,2,0,0.0,2,0,6,16,6,8,2,0,Home,1.2,0.4,4.4,11.4,3.8,11.6,1.2,0.0,0.6,1.8,0.4,8.8,15.0,6.0,9.2,1.8,0.0,0,1,1,Liverpool,2,0,6,16,6,8,2,0,3.0,1,1,4,6,3,6,2,0,Away,2.8,1.2,7.2,15.6,6.2,8.6,0.8,0.0,2.4,0.6,0.4,2.0,5.8,2.6,7.0,1.0,0.0,0,1,1
2018-04-14,220241,Crystal Palace,3,3,5,15,8,12,3,0,3.0,2,2,6,12,3,16,2,0,Home,1.6,0.6,4.0,11.0,4.2,9.2,1.8,0.0,0.8,1.8,0.4,8.0,17.2,6.4,8.6,2.2,0.0,0,0,1,Brighton,2,2,6,12,3,16,2,0,0.0,3,3,5,15,8,12,3,0,Away,1.4,0.8,4.6,13.4,4.4,13.6,1.6,0.4,1.4,1.4,0.4,6.0,11.8,4.0,9.6,1.4,0.2,1,0,1
2018-04-28,220261,Crystal Palace,5,2,8,15,9,11,1,0,3.0,0,0,2,6,1,9,1,1,Home,1.6,1.0,4.4,11.4,4.8,10.4,2.8,0.0,1.6,1.2,0.4,6.2,13.6,4.0,12.0,2.4,0.0,0,0,3,Leicester,0,0,2,6,1,9,1,1,0.0,5,2,8,15,9,11,1,0,Away,1.6,0.2,6.6,10.8,4.0,9.4,1.8,0.2,1.4,1.0,0.8,5.0,8.6,2.8,10.0,1.6,0.0,0,0,1
2018-05-13,220287,Crystal Palace,2,0,4,11,5,10,2,0,3.0,0,0,2,7,1,11,3,0,Home,2.4,1.0,5.2,12.4,5.2,11.4,2.6,0.0,2.2,1.0,0.6,4.8,11.8,3.0,13.6,2.6,0.2,0,2,5,West Brom,0,0,2,7,1,11,3,0,0.0,2,0,4,11,5,10,2,0,Away,1.2,0.2,4.4,11.2,3.2,13.2,2.2,0.0,2.2,0.6,0.2,4.6,13.0,3.0,7.6,1.2,0.0,0,2,5
2018-08-20,220315,Crystal Palace,0,0,6,8,2,6,1,1,0.0,2,1,7,16,6,13,1,0,Home,2.2,0.6,5.4,11.0,5.2,11.4,2.4,0.0,2.6,0.2,0.2,2.8,9.8,2.8,12.8,2.6,0.2,0,4,7,Liverpool,2,1,7,16,6,13,1,0,3.0,0,0,6,8,2,6,1,1,Away,2.0,1.0,5.2,15.8,5.8,7.6,1.0,0.0,1.6,0.6,0.2,3.8,7.4,2.8,10.6,1.4,0.0,0,2,2
2018-09-01,220328,Crystal Palace,0,0,7,20,6,11,1,0,0.0,2,0,4,19,6,12,1,0,Home,1.4,0.2,5.0,10.2,4.2,10.0,1.8,0.2,1.8,1.0,0.4,4.2,11.6,4.0,13.0,2.8,0.0,0,0,0,Southampton,2,0,4,19,6,12,1,0,3.0,0,0,7,20,6,11,1,0,Away,0.6,0.0,6.0,13.0,4.6,13.2,2.0,0.2,0.8,1.0,0.4,5.8,12.2,4.6,9.0,1.0,0.0,0,0,0
2018-09-22,220349,Crystal Palace,0,0,9,16,4,8,1,0,1.0,0,0,5,6,3,11,1,0,Home,0.8,0.4,4.8,10.8,4.4,11.2,1.6,0.2,1.2,1.2,0.2,5.4,15.6,5.0,11.8,1.6,0.0,0,1,1,Newcastle,0,0,5,6,3,11,1,0,1.0,0,0,9,16,4,8,1,0,Away,0.8,0.4,4.4,8.0,2.8,13.8,1.4,0.2,0.2,1.6,0.6,4.6,15.6,3.8,10.0,1.0,0.0,0,0,0
2018-10-06,220368,Crystal Palace,0,0,6,11,4,11,3,0,0.0,1,0,3,7,2,13,4,0,Home,0.6,0.2,5.0,12.4,3.4,11.8,2.0,0.0,0.8,1.2,0.2,4.6,12.8,4.2,11.4,2.0,0.0,0,0,0,Wolves,1,0,3,7,2,13,4,0,3.0,0,0,6,11,4,11,3,0,Away,1.2,0.0,5.8,16.2,5.8,12.4,1.6,0.0,2.2,0.4,0.2,5.2,14.0,4.6,7.8,2.0,0.0,1,1,5
2018-10-28,220393,Crystal Palace,2,1,6,16,3,10,1,0,1.0,2,0,4,7,2,16,2,0,Home,0.4,0.2,5.2,10.2,3.0,13.0,2.2,0.0,0.8,1.0,0.2,5.2,11.8,3.2,11.4,2.2,0.0,0,0,0,Arsenal,2,0,4,7,2,16,2,0,1.0,2,1,6,16,3,10,1,0,Away,2.8,0.4,4.6,11.6,4.4,12.2,1.2,0.0,3.0,0.6,0.4,6.6,11.0,3.6,12.6,1.4,0.0,0,7,7
2018-11-10,220407,Crystal Palace,0,0,10,11,4,12,1,0,0.0,1,0,6,11,2,9,1,0,Home,0.8,0.2,4.4,10.2,2.8,12.6,2.0,0.0,0.2,2.0,0.4,4.8,12.0,3.8,11.4,2.2,0.0,0,0,0,Tottenham,1,0,6,11,2,9,1,0,3.0,0,0,10,11,4,12,1,0,Away,1.4,1.2,3.2,10.6,4.8,10.8,1.6,0.0,2.4,0.6,0.2,5.2,11.8,5.6,12.0,1.8,0.2,0,1,1
2018-12-01,220427,Crystal Palace,2,1,10,29,9,9,1,0,3.0,0,0,2,4,0,10,1,0,Home,0.6,0.2,5.2,10.8,2.8,12.8,1.2,0.0,0.4,1.6,0.2,6.8,13.0,3.8,11.4,1.2,0.0,0,0,1,Burnley,0,0,2,4,0,10,1,0,0.0,2,1,10,29,9,9,1,0,Away,0.6,0.4,3.0,7.6,1.8,8.8,2.0,0.0,0.2,3.0,1.0,8.2,21.8,7.2,10.4,1.6,0.0,0,0,0
2018-12-15,220456,Crystal Palace,1,1,4,8,1,10,2,0,3.0,0,0,4,12,2,8,1,0,Home,1.0,0.4,6.2,15.8,4.8,10.6,1.8,0.0,0.8,1.4,0.6,5.4,9.8,3.2,11.2,1.2,0.2,0,0,0,Leicester,0,0,4,12,2,8,1,0,0.0,1,1,4,8,1,10,2,0,Away,0.8,0.4,6.2,12.2,3.8,9.2,1.6,0.2,1.2,0.8,0.6,6.0,12.0,2.6,9.0,1.0,0.2,0,0,0
2018-12-26,220478,Crystal Palace,0,0,12,31,5,9,0,0,1.0,0,0,1,9,4,11,3,0,Home,1.8,1.0,4.4,13.6,4.4,9.0,2.4,0.0,1.8,1.6,0.8,5.6,11.4,3.2,9.8,1.0,0.2,0,2,2,Cardiff,0,0,1,9,4,11,3,0,1.0,0,0,12,31,5,9,0,0,Away,1.4,0.2,4.4,11.6,3.6,8.0,1.4,0.0,1.2,2.4,1.0,7.0,15.6,6.6,10.4,1.2,0.0,1,0,0
2018-12-30,220493,Crystal Palace,0,0,3,4,0,11,0,0,0.0,1,0,4,12,4,8,1,0,Home,1.4,0.8,4.8,14.0,3.6,9.0,2.2,0.0,1.4,1.6,0.8,5.4,12.4,4.0,10.0,1.4,0.2,0,0,3,Chelsea,1,0,4,12,4,8,1,0,3.0,0,0,3,4,0,11,0,0,Away,1.4,1.0,4.0,12.4,4.0,8.6,1.6,0.0,1.8,1.0,0.2,5.2,8.8,2.6,13.4,1.8,0.0,0,1,1
2019-01-12,220510,Crystal Palace,1,1,7,15,6,11,1,0,0.0,2,0,7,16,2,11,4,0,Home,1.2,0.6,5.8,13.0,2.6,8.6,1.4,0.0,2.0,0.6,0.2,5.0,12.2,3.2,8.6,1.8,0.0,0,1,1,Watford,2,0,7,16,2,11,4,0,3.0,1,1,7,15,6,11,1,0,Away,2.0,1.2,3.4,12.2,4.6,13.0,1.6,0.0,1.6,1.6,1.0,4.8,14.2,5.6,8.8,1.2,0.0,0,0,2
2019-02-02,220540,Crystal Palace,2,1,11,17,6,9,2,0,3.0,0,0,1,8,0,12,3,0,Home,1.4,0.6,6.2,12.0,3.2,9.0,1.0,0.2,0.8,1.6,0.0,5.0,13.8,4.0,9.0,2.2,0.2,0,0,1,Fulham,0,0,1,8,0,12,3,0,0.0,2,1,11,17,6,9,2,0,Away,1.6,0.4,6.0,14.2,4.8,10.6,2.0,0.0,1.2,2.0,1.0,4.8,13.0,5.0,7.0,1.6,0.0,1,1,1
2019-02-09,220548,Crystal Palace,1,0,10,25,5,12,3,0,1.0,1,1,4,6,4,9,0,0,Home,1.8,0.8,7.8,14.6,4.4,8.6,1.4,0.2,1.4,1.4,0.0,4.4,13.0,3.2,9.8,2.6,0.2,0,1,2,West Ham,1,1,4,6,4,9,0,0,1.0,1,0,10,25,5,12,3,0,Away,0.8,0.2,2.8,10.0,2.4,9.0,0.6,0.0,1.0,1.6,0.2,4.0,13.0,5.4,9.2,1.6,0.0,0,0,1
2019-02-27,220571,Crystal Palace,1,0,5,17,2,8,2,0,0.0,3,1,6,13,4,9,3,0,Home,2.2,0.8,7.0,14.6,4.4,10.2,1.8,0.2,1.6,1.4,0.2,4.8,14.6,4.4,9.0,1.4,0.2,0,1,4,Man Utd,3,1,6,13,4,9,3,0,3.0,1,0,5,17,2,8,2,0,Away,1.6,1.0,5.2,15.8,6.0,10.8,1.8,0.0,2.2,0.6,0.0,5.4,10.4,3.4,13.0,2.6,0.0,0,0,10
2019-03-09,220586,Crystal Palace,1,0,8,15,3,8,1,0,0.0,2,1,0,4,3,18,5,0,Home,2.2,0.6,6.8,15.2,4.4,10.4,2.0,0.0,2.0,1.2,0.4,5.4,14.4,3.4,9.2,1.8,0.0,0,1,1,Brighton,2,1,0,4,3,18,5,0,3.0,1,0,8,15,3,8,1,0,Away,1.0,0.4,6.2,16.0,4.6,8.6,1.6,0.0,0.8,1.8,0.4,4.0,12.6,3.8,7.8,1.2,0.0,0,1,1
2019-03-30,220602,Crystal Palace,2,0,5,19,5,10,0,0,3.0,0,0,5,15,5,7,0,0,Home,2.0,0.4,6.2,14.8,3.8,10.2,1.8,0.0,1.4,1.6,0.6,5.2,13.6,4.0,10.4,2.2,0.0,0,0,0,Huddersfield,0,0,5,15,5,7,0,0,0.0,2,0,5,19,5,10,0,0,Away,0.8,0.4,4.0,9.4,2.8,10.4,1.8,0.2,0.6,1.8,0.4,6.6,14.6,5.2,9.6,1.4,0.0,0,0,0
2019-04-14,220628,Crystal Palace,1,0,2,7,3,5,0,0,0.0,3,1,9,20,6,11,0,0,Home,1.4,0.2,4.8,10.4,2.8,9.0,1.0,0.0,1.8,1.0,0.2,6.0,16.2,5.4,10.8,1.6,0.0,0,1,1,Man City,3,1,9,20,6,11,0,0,3.0,1,0,2,7,3,5,0,0,Away,1.8,0.8,10.6,22.6,8.2,7.0,0.6,0.0,3.0,0.2,0.0,1.4,2.6,0.6,8.2,1.8,0.0,0,8,8
2019-04-27,220648,Crystal Palace,0,0,5,8,0,9,2,0,1.0,0,0,10,22,3,15,0,0,Home,1.4,0.2,3.2,10.0,3.4,9.0,0.6,0.0,1.8,1.4,0.2,7.8,18.2,6.2,10.6,1.2,0.0,0,1,1,Everton,0,0,10,22,3,15,0,0,1.0,0,0,5,8,0,9,2,0,Away,1.8,1.0,6.8,15.6,6.4,12.0,1.0,0.0,2.4,0.4,0.0,4.6,9.0,2.8,8.0,2.0,0.0,0,1,1
2019-05-12,220668,Crystal Palace,5,3,4,17,8,11,3,0,3.0,3,1,4,16,8,8,0,0,Home,1.6,0.6,3.8,11.0,3.6,10.0,1.0,0.0,2.0,1.4,0.4,9.2,18.0,5.4,13.4,1.0,0.0,0,1,3,Bournemouth,3,1,4,16,8,8,0,0,0.0,5,3,4,17,8,11,3,0,Away,2.0,0.8,4.0,13.6,5.0,9.8,1.8,0.0,1.4,1.4,0.6,6.4,13.8,4.2,12.8,3.0,0.6,0,1,2
2019-08-10,220680,Crystal Palace,0,0,6,6,2,16,2,0,1.0,0,0,2,10,3,14,1,1,Home,2.4,1.2,3.8,13.8,5.0,9.6,1.2,0.0,2.0,2.0,0.6,8.2,17.6,6.0,12.6,0.8,0.0,0,2,4,Everton,0,0,2,10,3,14,1,1,1.0,0,0,6,6,2,16,2,0,Away,1.6,0.8,7.0,16.4,5.4,11.4,0.8,0.0,1.6,0.8,0.2,4.4,8.6,2.0,8.6,1.4,0.0,0,0,4
2019-08-31,220708,Crystal Palace,1,0,13,22,5,15,2,0,3.0,0,0,2,10,2,16,4,1,Home,2.0,1.2,4.0,11.0,4.8,13.4,2.0,0.0,2.0,1.4,0.4,6.4,16.2,5.0,12.0,1.2,0.2,0,1,1,Aston Villa,0,0,2,10,2,16,4,1,0.0,1,0,13,22,5,15,2,0,Away,0.8,0.4,2.8,8.6,3.2,8.6,0.8,0.0,0.8,1.8,0.6,7.0,16.0,4.4,13.8,1.4,0.0,1,1,1
2019-09-22,220732,Crystal Palace,1,0,6,13,4,7,2,0,1.0,1,0,7,14,4,10,1,1,Home,0.6,0.2,5.4,10.0,4.0,14.2,2.2,0.0,1.4,1.2,0.8,4.8,14.0,3.2,14.6,2.8,0.4,0,0,0,Wolves,1,0,7,14,4,10,1,1,1.0,1,0,6,13,4,7,2,0,Away,1.2,0.2,5.0,10.0,3.0,11.8,1.8,0.2,0.6,2.0,1.4,6.6,13.4,3.8,9.0,1.4,0.0,0,0,0
2019-09-28,220740,Crystal Palace,2,1,5,15,3,14,3,0,3.0,0,0,5,10,3,10,1,0,Home,0.8,0.2,5.4,11.4,4.4,12.4,2.2,0.0,1.4,1.4,0.8,5.8,14.8,3.4,13.8,2.8,0.4,0,0,1,Norwich,0,0,5,10,3,10,1,0,0.0,2,1,5,15,3,14,3,0,Away,1.6,1.0,3.2,9.4,4.2,9.2,1.4,0.0,1.2,2.0,1.2,8.8,17.8,6.6,10.8,1.4,0.0,1,0,0
2019-10-19,220763,Crystal Palace,0,0,1,7,2,8,1,0,0.0,2,2,8,21,10,10,1,0,Home,1.2,0.2,5.8,13.6,4.4,10.8,2.2,0.0,2.0,1.2,0.8,4.0,11.2,3.6,13.2,2.6,0.4,0,2,3,Man City,2,2,8,21,10,10,1,0,3.0,0,0,1,7,2,8,1,0,Away,3.4,1.8,8.0,21.2,7.2,8.2,2.2,0.0,1.8,1.2,0.6,2.8,7.4,3.8,8.2,2.0,0.0,0,0,0
2019-11-03,220784,Crystal Palace,0,0,5,12,3,15,2,0,0.0,2,0,6,14,5,16,2,0,Home,1.4,0.4,3.8,10.4,3.4,9.0,1.6,0.0,1.6,1.2,0.8,6.8,13.8,5.4,11.8,1.6,0.2,0,0,1,Leicester,2,0,6,14,5,16,2,0,3.0,0,0,5,12,3,15,2,0,Away,3.8,1.4,7.8,15.0,6.2,12.2,1.2,0.0,2.4,0.8,0.6,2.4,10.2,3.8,8.8,1.4,0.4,0,2,2
2019-11-23,220800,Crystal Palace,1,0,9,16,6,8,0,0,0.0,2,0,8,12,4,7,1,0,Home,0.8,0.2,2.6,7.8,2.8,11.2,1.4,0.0,0.8,1.8,0.8,7.0,16.4,6.0,12.8,2.2,0.0,0,0,0,Liverpool,2,0,8,12,4,7,1,0,3.0,1,0,9,16,6,8,0,0,Away,2.0,0.6,5.4,17.2,7.2,10.2,1.4,0.0,2.6,1.0,0.6,5.4,8.6,2.4,10.2,2.0,0.0,0,3,29
2019-12-03,220816,Crystal Palace,1,0,6,7,2,6,3,1,3.0,0,0,9,6,3,15,3,0,Home,1.0,0.4,5.0,9.6,3.2,11.8,0.8,0.0,0.8,1.6,0.4,7.6,15.8,4.8,12.6,2.0,0.0,0,1,1,Bournemouth,0,0,9,6,3,15,3,0,0.0,1,0,6,7,2,6,3,1,Away,1.0,0.4,6.2,14.4,4.4,9.8,2.2,0.2,0.8,1.4,0.8,6.6,14.8,5.6,11.6,2.2,0.0,0,0,0
2019-12-16,220845,Crystal Palace,1,0,3,11,4,7,1,0,1.0,1,0,7,15,10,12,1,0,Home,0.8,0.2,4.6,7.2,2.2,11.4,1.4,0.2,1.4,0.8,0.0,7.0,13.8,3.8,11.8,2.6,0.0,0,0,3,Brighton,1,0,7,15,10,12,1,0,1.0,1,0,3,11,4,7,1,0,Away,1.2,0.6,5.0,11.6,4.0,10.8,2.2,0.0,0.8,2.0,1.2,5.8,16.0,7.4,6.2,1.0,0.2,0,0,2
2019-12-26,220859,Crystal Palace,2,0,7,13,4,5,0,0,3.0,1,0,6,10,2,10,2,0,Home,0.8,0.2,4.4,8.8,2.4,10.0,1.2,0.2,1.6,0.4,0.0,6.2,11.4,4.6,13.4,2.4,0.0,0,0,0,West Ham,1,0,6,10,2,10,2,0,0.0,2,0,7,13,4,5,0,0,Away,1.0,0.4,4.4,8.8,3.8,12.6,2.6,0.0,1.2,1.6,0.6,5.8,13.6,4.8,7.4,0.8,0.0,0,1,1
2020-01-11,220886,Crystal Palace,1,0,1,6,3,14,2,0,1.0,1,1,4,7,4,22,3,1,Home,1.0,0.0,4.8,11.4,3.4,7.8,0.6,0.0,1.2,1.0,0.2,6.2,12.4,4.8,11.8,2.2,0.0,0,0,3,Arsenal,1,1,4,7,4,22,3,1,1.0,1,0,1,6,3,14,2,0,Away,0.8,0.6,2.6,9.2,2.2,11.4,3.0,0.0,1.0,1.2,0.8,4.6,11.6,3.8,14.6,2.8,0.0,0,1,1
2020-01-21,220907,Crystal Palace,0,0,0,6,0,12,1,0,0.0,2,1,8,15,6,13,2,0,Home,1.4,0.2,3.8,8.2,3.0,8.4,1.2,0.0,1.4,1.2,0.4,7.6,14.2,4.2,13.2,2.4,0.2,0,0,5,Southampton,2,1,8,15,6,13,2,0,3.0,0,0,0,6,0,12,1,0,Away,1.6,1.0,4.8,11.6,5.2,14.6,2.2,0.0,2.0,1.0,0.2,5.2,7.8,3.8,9.2,2.0,0.0,0,0,0
2020-02-01,220918,Crystal Palace,0,0,9,13,3,9,3,0,0.0,1,0,5,10,3,15,2,0,Home,1.0,0.2,2.4,6.8,2.2,9.8,1.4,0.0,0.8,1.4,0.6,8.0,15.2,5.0,13.8,2.4,0.2,0,0,0,Sheff Utd,1,0,5,10,3,15,2,0,3.0,0,0,9,13,3,9,3,0,Away,0.4,0.0,5.2,8.0,2.0,10.2,1.6,0.0,0.8,1.2,0.4,7.2,14.2,4.4,7.6,1.0,0.0,1,0,0
2020-02-22,220938,Crystal Palace,1,1,7,18,9,15,2,0,3.0,0,0,5,8,2,11,6,1,Home,0.8,0.2,3.6,8.0,2.2,10.8,1.8,0.0,0.4,1.8,0.6,7.0,14.2,5.4,14.0,1.6,0.2,0,0,0,Newcastle,0,0,5,8,2,11,6,1,0.0,1,1,7,18,9,15,2,0,Away,0.8,0.2,4.2,9.0,2.4,10.0,1.4,0.0,1.2,1.4,0.4,7.6,15.8,5.4,14.0,1.0,0.0,0,0,0
2020-03-07,220956,Crystal Palace,1,1,8,10,3,12,4,0,3.0,0,0,8,10,4,19,4,0,Home,0.6,0.2,5.8,11.8,3.4,11.4,1.6,0.0,1.2,1.2,0.4,6.0,14.2,5.4,11.6,2.2,0.2,0,2,2,Watford,0,0,8,10,4,19,4,0,0.0,1,1,8,10,3,12,4,0,Away,1.4,0.8,3.4,9.0,2.6,13.2,1.4,0.0,0.8,1.8,0.6,4.2,13.2,4.4,9.6,1.2,0.2,0,1,1
2020-06-29,220988,Crystal Palace,0,0,9,17,4,12,1,0,0.0,1,0,1,8,4,13,1,0,Home,1.0,0.8,5.2,10.0,3.4,11.2,1.8,0.0,2.4,0.8,0.4,7.6,15.0,4.4,11.6,2.8,0.2,0,0,0,Burnley,1,0,1,8,4,13,1,0,3.0,0,0,9,17,4,12,1,0,Away,1.0,0.2,3.8,11.0,4.8,10.8,2.8,0.0,1.6,1.2,0.6,5.8,15.0,4.2,10.8,2.4,0.0,0,1,1
2020-07-07,221006,Crystal Palace,2,1,7,13,4,11,1,0,0.0,3,2,9,14,6,10,0,0,Home,0.6,0.6,5.6,8.8,2.0,10.4,1.6,0.0,1.2,1.6,0.4,5.8,13.2,4.0,14.0,2.0,0.0,0,0,0,Chelsea,3,2,9,14,6,10,0,0,3.0,2,1,7,13,4,11,1,0,Away,2.6,1.2,5.8,17.8,8.2,11.2,0.8,0.0,2.4,1.0,0.4,3.0,7.8,2.8,8.8,1.8,0.2,0,1,1
2020-07-16,221033,Crystal Palace,0,0,2,13,5,10,1,0,0.0,2,1,7,17,5,15,2,0,Home,0.4,0.2,4.8,9.8,2.8,11.4,1.4,0.2,0.0,2.6,1.0,4.8,14.0,6.0,13.8,1.0,0.0,0,0,0,Man Utd,2,1,7,17,5,15,2,0,3.0,0,0,2,13,5,10,1,0,Away,3.2,2.2,6.4,13.6,6.4,11.8,1.2,0.0,2.6,0.8,0.4,4.2,7.4,2.4,10.0,1.2,0.0,0,0,11
2020-07-26,221049,Crystal Palace,1,0,7,13,2,11,3,0,1.0,1,1,2,7,2,13,2,0,Home,0.4,0.2,3.8,9.8,3.6,13.0,1.6,0.2,0.0,2.4,1.0,5.8,13.8,5.8,15.0,1.6,0.0,0,0,0,Tottenham,1,1,2,7,2,13,2,0,1.0,1,0,7,13,2,11,3,0,Away,1.8,1.2,6.2,10.2,3.8,14.4,3.0,0.0,2.6,0.4,0.2,7.4,15.8,4.2,11.2,2.2,0.0,0,3,5
2020-09-12,221057,Crystal Palace,1,1,7,5,3,14,2,0,3.0,0,0,3,9,5,11,1,0,Home,0.6,0.2,3.8,11.0,3.8,13.6,2.0,0.2,0.2,2.0,1.2,5.6,12.2,5.4,14.0,1.6,0.0,0,0,1,Southampton,0,0,3,9,5,11,1,0,0.0,1,1,7,5,3,14,2,0,Away,1.8,0.6,6.8,15.2,5.4,11.0,1.8,0.0,1.8,1.0,1.0,4.4,9.0,3.2,13.0,1.4,0.0,0,2,7
2020-09-26,221075,Crystal Palace,1,1,7,8,1,16,3,0,0.0,2,2,6,10,5,15,1,0,Home,1.0,0.4,4.2,10.4,3.6,12.0,1.6,0.0,1.4,1.2,0.6,5.2,11.4,4.2,12.6,1.8,0.0,0,2,3,Everton,2,2,6,10,5,15,1,0,3.0,1,1,7,8,1,16,3,0,Away,1.8,0.6,4.4,11.8,3.8,12.2,1.4,0.0,2.0,1.2,0.6,4.6,10.2,3.4,11.8,0.6,0.2,0,2,2
2020-10-18,221099,Crystal Palace,1,1,2,1,1,13,3,0,1.0,1,0,5,20,3,12,2,1,Home,1.2,0.6,5.8,8.8,2.2,12.8,1.8,0.0,1.4,1.6,0.6,5.6,11.2,4.4,13.8,1.6,0.0,0,0,0,Brighton,1,0,5,20,3,12,2,1,1.0,1,1,2,1,1,13,3,0,Away,2.0,1.0,5.8,13.8,4.2,13.2,1.2,0.2,1.2,2.2,1.0,4.0,9.4,3.2,13.8,1.6,0.0,0,0,0
2020-11-07,221127,Crystal Palace,4,3,3,10,6,9,0,0,3.0,1,1,6,9,3,1,2,0,Home,0.8,0.6,4.8,7.6,2.8,11.4,1.8,0.2,0.8,2.0,0.8,6.0,15.6,4.4,13.6,1.0,0.4,0,0,0,Leeds,1,1,6,9,3,1,2,0,0.0,4,3,3,10,6,9,0,0,Away,1.2,0.0,7.4,16.0,6.2,10.8,1.6,0.0,1.4,1.2,0.6,5.4,13.2,4.2,12.2,1.4,0.0,1,0,0
